date,open_prc,high_prc,low_prc,close_prc,base_prc,volume
2010-02-01,784000,785000,765000,777000,784000,501042
2010-02-02,790000,790000,770000,772000,777000,393803
2010-02-03,782000,785000,768000,777000,772000,330235
2010-02-04,775000,783000,772000,776000,777000,239799
2010-02-05,758000,761000,747000,750000,776000,515034
2010-02-08,747000,754000,741000,748000,750000,439608
2010-02-09,748000,761000,742000,761000,748000,337459
2010-02-10,763000,764000,752000,755000,761000,263846
2010-02-11,757000,765000,756000,763000,755000,265050
2010-02-12,767000,767000,745000,750000,763000,458574
2010-02-16,750000,759000,748000,756000,750000,154766
2010-02-17,772000,779000,764000,779000,756000,280246
2010-02-18,779000,781000,772000,775000,779000,145108
2010-02-19,769000,777000,759000,760000,775000,223000
2010-02-22,772000,778000,770000,773000,760000,231865
2010-02-23,774000,774000,756000,767000,773000,251717
2010-02-24,759000,761000,750000,752000,767000,301431
2010-02-25,754000,758000,734000,736000,752000,386093
2010-02-26,740000,748000,733000,744000,736000,311924
2010-03-02,761000,774000,756000,770000,744000,471552
2010-03-03,771000,773000,763000,771000,770000,194602
2010-03-04,771000,772000,756000,761000,771000,204388
2010-03-05,763000,775000,763000,775000,761000,235291
2010-03-08,790000,792000,785000,786000,775000,391403
2010-03-09,787000,787000,777000,786000,786000,244284
2010-03-10,786000,787000,778000,784000,786000,227383
2010-03-11,790000,794000,778000,778000,784000,392802
2010-03-12,778000,784000,771000,778000,778000,200080
2010-03-15,782000,783000,764000,768000,778000,251707
2010-03-16,768000,770000,758000,765000,768000,331137
2010-03-17,772000,798000,771000,798000,765000,437152
2010-03-18,795000,807000,795000,797000,798000,307995
2010-03-19,801000,807000,798000,804000,797000,214492
2010-03-22,803000,804000,792000,801000,804000,184264
2010-03-23,807000,815000,805000,809000,801000,198652
2010-03-24,815000,825000,813000,819000,809000,318916
2010-03-25,815000,822000,809000,819000,819000,189958
2010-03-26,823000,825000,812000,820000,819000,209802
2010-03-29,810000,825000,810000,818000,820000,155679
2010-03-30,827000,829000,812000,814000,818000,240934
2010-03-31,814000,834000,813000,818000,814000,434300
2010-04-01,826000,845000,824000,845000,818000,561659
2010-04-02,846000,860000,841000,857000,845000,419069
2010-04-05,861000,870000,857000,870000,857000,304516
2010-04-06,874000,875000,861000,869000,870000,330287
2010-04-07,865000,869000,852000,859000,869000,388680
2010-04-08,857000,863000,853000,863000,859000,269327
2010-04-09,864000,866000,848000,856000,863000,275789
2010-04-12,859000,860000,827000,830000,856000,497940
2010-04-13,834000,834000,815000,828000,830000,409114
2010-04-14,835000,847000,833000,845000,828000,308499
2010-04-15,862000,862000,844000,855000,845000,365104
2010-04-16,855000,858000,841000,848000,855000,220112
2010-04-19,837000,840000,826000,827000,848000,247376
2010-04-20,827000,832000,821000,828000,827000,271882
2010-04-21,838000,853000,835000,852000,828000,264254
2010-04-22,849000,849000,833000,841000,852000,343557
2010-04-23,848000,848000,828000,830000,841000,309436
2010-04-26,835000,842000,830000,834000,830000,260608
2010-04-27,831000,838000,827000,835000,834000,260996
2010-04-28,820000,825000,818000,825000,835000,320393
2010-04-29,830000,831000,816000,825000,825000,226931
2010-04-30,828000,852000,827000,849000,825000,454668
2010-05-03,845000,845000,827000,829000,849000,291445
2010-05-04,840000,843000,830000,834000,829000,183456
2010-05-06,817000,819000,810000,814000,834000,451765
2010-05-07,798000,799000,788000,794000,814000,759225
2010-05-10,800000,805000,797000,803000,794000,330582
2010-05-11,812000,812000,791000,791000,803000,450658
2010-05-12,797000,798000,782000,789000,791000,315809
2010-05-13,798000,820000,797000,813000,789000,319461
2010-05-14,806000,812000,799000,810000,813000,293840
2010-05-17,798000,799000,778000,784000,810000,530598
2010-05-18,790000,795000,784000,792000,784000,363385
2010-05-19,785000,785000,769000,773000,792000,361171
2010-05-20,765000,772000,755000,756000,773000,395806
2010-05-24,747000,764000,744000,758000,756000,354475
2010-05-25,750000,756000,736000,741000,758000,511626
2010-05-26,760000,769000,745000,750000,741000,460053
2010-05-27,744000,775000,741000,772000,750000,444241
2010-05-28,787000,787000,767000,778000,772000,450925
2010-05-31,772000,781000,768000,776000,778000,255822
2010-06-01,776000,779000,765000,768000,776000,228117
2010-06-03,780000,784000,774000,777000,768000,293327
2010-06-04,775000,797000,774000,793000,777000,252280
2010-06-07,779000,787000,777000,787000,793000,303328
2010-06-08,785000,798000,776000,785000,787000,290449
2010-06-09,792000,792000,766000,770000,785000,359716
2010-06-10,777000,780000,771000,773000,770000,356286
2010-06-11,785000,797000,783000,797000,773000,366275
2010-06-14,791000,809000,791000,807000,797000,241981
2010-06-15,810000,810000,798000,798000,807000,190780
2010-06-16,815000,822000,809000,819000,798000,376553
2010-06-17,812000,817000,810000,817000,819000,233390
2010-06-18,825000,825000,812000,822000,817000,191872
2010-06-21,830000,839000,825000,830000,822000,284790
2010-06-22,827000,827000,813000,816000,830000,296417
2010-06-23,811000,811000,800000,805000,816000,350031
2010-06-24,808000,823000,805000,820000,805000,283144
2010-06-25,809000,810000,802000,805000,820000,340230
2010-06-28,805000,808000,796000,796000,805000,261209
2010-06-29,801000,804000,787000,792000,796000,251786
2010-06-30,770000,780000,770000,774000,792000,536406
2010-07-01,779000,780000,760000,766000,774000,444516
2010-07-02,770000,774000,763000,767000,766000,233128
2010-07-05,763000,770000,761000,767000,767000,200619
2010-07-06,762000,775000,755000,775000,767000,358388
2010-07-07,780000,781000,765000,769000,775000,324156
2010-07-08,783000,784000,770000,775000,769000,295553
2010-07-09,779000,796000,773000,796000,775000,372579
2010-07-12,799000,802000,792000,802000,796000,252065
2010-07-13,798000,808000,794000,796000,802000,307189
2010-07-14,813000,828000,813000,824000,796000,664091
2010-07-15,825000,825000,818000,820000,824000,296008
2010-07-16,816000,820000,802000,802000,820000,338810
2010-07-19,786000,799000,786000,795000,802000,292107
2010-07-20,795000,802000,786000,798000,795000,231722
2010-07-21,817000,818000,806000,817000,798000,331706
2010-07-22,812000,817000,801000,808000,817000,309521
2010-07-23,815000,817000,807000,811000,808000,282472
2010-07-26,813000,820000,809000,818000,811000,212627
2010-07-27,824000,830000,821000,829000,818000,382877
2010-07-28,832000,840000,831000,837000,829000,465199
2010-07-29,839000,840000,824000,827000,837000,297472
2010-07-30,822000,827000,810000,810000,827000,328824
2010-08-02,817000,818000,810000,810000,810000,249388
2010-08-03,820000,822000,815000,815000,810000,262302
2010-08-04,817000,818000,806000,806000,815000,213434
2010-08-05,811000,818000,803000,804000,806000,280897
2010-08-06,810000,810000,799000,801000,804000,247165
2010-08-09,799000,802000,798000,802000,801000,182922
2010-08-10,800000,804000,791000,793000,802000,281589
2010-08-11,784000,789000,777000,779000,793000,359968
2010-08-12,768000,777000,765000,766000,779000,428357
2010-08-13,770000,782000,767000,781000,766000,286706
2010-08-16,773000,783000,767000,782000,781000,205733
2010-08-17,777000,783000,771000,782000,782000,289608
2010-08-18,784000,785000,774000,778000,782000,234522
2010-08-19,779000,789000,777000,789000,778000,244134
2010-08-20,780000,786000,777000,784000,789000,246690
2010-08-23,786000,791000,782000,790000,784000,181946
2010-08-24,785000,786000,775000,783000,790000,227569
2010-08-25,776000,778000,772000,772000,783000,185769
2010-08-26,772000,783000,770000,773000,772000,208913
2010-08-27,765000,772000,765000,766000,773000,256176
2010-08-30,775000,778000,772000,776000,766000,140117
2010-08-31,766000,772000,756000,756000,776000,441643
2010-09-01,762000,763000,750000,752000,756000,389308
2010-09-02,760000,762000,749000,759000,752000,365551
2010-09-03,761000,764000,756000,761000,759000,441942
2010-09-06,772000,780000,768000,780000,761000,394601
2010-09-07,783000,790000,775000,788000,780000,320803
2010-09-08,776000,781000,771000,771000,788000,219482
2010-09-09,767000,774000,756000,756000,771000,617488
2010-09-10,760000,772000,757000,766000,756000,280275
2010-09-13,770000,776000,766000,770000,766000,234851
2010-09-14,775000,781000,760000,760000,770000,371530
2010-09-15,763000,767000,751000,757000,760000,389289
2010-09-16,754000,763000,754000,757000,757000,234815
2010-09-17,762000,778000,758000,773000,757000,447649
2010-09-20,774000,780000,770000,780000,773000,296452
2010-09-24,779000,780000,758000,762000,780000,655763
2010-09-27,765000,768000,752000,755000,762000,502855
2010-09-28,755000,756000,745000,745000,755000,467300
2010-09-29,753000,775000,750000,772000,745000,708864
2010-09-30,772000,779000,767000,777000,772000,337258
2010-10-01,772000,778000,769000,777000,777000,296366
2010-10-04,780000,781000,774000,780000,777000,257594
2010-10-05,772000,779000,771000,773000,780000,286977
2010-10-06,778000,794000,776000,793000,773000,471103
2010-10-07,779000,783000,769000,770000,793000,511410
2010-10-08,763000,766000,753000,758000,770000,543410
2010-10-11,762000,763000,753000,753000,758000,376032
2010-10-12,752000,756000,746000,746000,753000,370422
2010-10-13,752000,752000,743000,744000,746000,409029
2010-10-14,753000,753000,742000,750000,744000,535249
2010-10-15,750000,756000,745000,754000,750000,494223
2010-10-18,757000,762000,748000,751000,754000,276635
2010-10-19,750000,751000,741000,741000,751000,389964
2010-10-20,740000,749000,735000,745000,741000,369809
2010-10-21,745000,765000,741000,765000,745000,567644
2010-10-22,773000,777000,767000,777000,765000,408511
2010-10-25,773000,779000,767000,771000,777000,248329
2010-10-26,768000,771000,758000,763000,771000,312674
2010-10-27,758000,765000,751000,753000,763000,334570
2010-10-28,760000,765000,753000,764000,753000,293095
2010-10-29,764000,765000,745000,745000,764000,463204
2010-11-01,753000,753000,743000,747000,745000,296972
2010-11-02,747000,748000,737000,740000,747000,330999
2010-11-03,740000,749000,739000,740000,740000,359315
2010-11-04,747000,764000,745000,763000,740000,547715
2010-11-05,780000,790000,775000,776000,763000,703745
2010-11-08,785000,788000,776000,778000,776000,279228
2010-11-09,784000,784000,767000,774000,778000,256281
2010-11-10,780000,790000,775000,790000,774000,422271
2010-11-11,793000,799000,767000,767000,790000,907350
2010-11-12,784000,790000,773000,778000,767000,566889
2010-11-15,786000,815000,785000,808000,778000,719096
2010-11-16,814000,820000,800000,811000,808000,590651
2010-11-17,801000,804000,795000,795000,811000,342693
2010-11-18,797000,805000,793000,799000,795000,266236
2010-11-19,808000,819000,800000,818000,799000,387386
2010-11-22,820000,848000,818000,848000,818000,721536
2010-11-23,850000,851000,834000,840000,848000,394881
2010-11-24,826000,852000,825000,851000,840000,637287
2010-11-25,853000,853000,838000,845000,851000,366302
2010-11-26,848000,849000,832000,837000,845000,314059
2010-11-29,835000,846000,831000,836000,837000,310288
2010-11-30,832000,846000,826000,826000,836000,424616
2010-12-01,824000,828000,814000,820000,826000,375860
2010-12-02,828000,859000,825000,859000,820000,612551
2010-12-03,870000,897000,867000,894000,859000,788939
2010-12-06,890000,899000,885000,890000,894000,336854
2010-12-07,887000,921000,885000,901000,890000,498508
2010-12-08,903000,910000,887000,888000,901000,336418
2010-12-09,885000,918000,884000,917000,888000,589656
2010-12-10,915000,919000,907000,919000,917000,255668
2010-12-13,919000,932000,916000,930000,919000,307257
2010-12-14,937000,937000,921000,929000,930000,443223
2010-12-15,925000,925000,910000,916000,929000,329329
2010-12-16,908000,919000,908000,911000,916000,233885
2010-12-17,914000,929000,912000,926000,911000,346130
2010-12-20,917000,932000,914000,932000,926000,338560
2010-12-21,931000,940000,925000,936000,932000,252120
2010-12-22,939000,953000,936000,939000,936000,333591
2010-12-23,936000,938000,925000,936000,939000,219864
2010-12-24,939000,939000,925000,925000,936000,169733
2010-12-27,925000,930000,915000,922000,925000,210673
2010-12-28,928000,950000,926000,938000,922000,313323
2010-12-29,935000,951000,932000,945000,938000,238527
2010-12-30,942000,952000,942000,949000,945000,183831
2011-01-03,955000,966000,950000,958000,949000,265562
2011-01-04,956000,961000,949000,958000,958000,274488
2011-01-05,955000,955000,942000,942000,958000,336224
2011-01-06,942000,949000,923000,930000,942000,387488
2011-01-07,915000,929000,914000,921000,930000,463447
2011-01-10,918000,928000,909000,917000,921000,367107
2011-01-11,917000,922000,908000,913000,917000,391242
2011-01-12,914000,933000,914000,930000,913000,412107
2011-01-13,949000,949000,917000,922000,930000,568083
2011-01-14,928000,934000,915000,933000,922000,307694
2011-01-17,945000,951000,940000,949000,933000,411740
2011-01-18,950000,981000,949000,969000,949000,592816
2011-01-19,979000,1000000,966000,997000,969000,668320
2011-01-20,987000,990000,979000,982000,997000,304970
2011-01-21,976000,984000,970000,971000,982000,333801
2011-01-24,968000,983000,966000,971000,971000,272455
2011-01-25,972000,990000,971000,975000,971000,279580
2011-01-26,985000,999000,980000,998000,975000,267128
2011-01-27,995000,1002000,991000,994000,998000,307490
2011-01-28,998000,1014000,990000,1010000,994000,383021
2011-01-31,1009000,1010000,981000,981000,1010000,428852
2011-02-01,982000,995000,979000,983000,981000,269518
2011-02-07,1002000,1004000,972000,972000,983000,485191
2011-02-08,970000,974000,959000,961000,972000,610004
2011-02-09,973000,973000,951000,960000,961000,420301
2011-02-10,960000,965000,935000,936000,960000,614002
2011-02-11,935000,943000,913000,915000,936000,530889
2011-02-14,928000,955000,925000,953000,915000,391852
2011-02-15,963000,970000,947000,958000,953000,362193
2011-02-16,952000,970000,945000,945000,958000,304438
2011-02-17,953000,963000,943000,954000,945000,287009
2011-02-18,965000,966000,957000,960000,954000,205097
2011-02-21,964000,965000,942000,948000,960000,275361
2011-02-22,939000,948000,934000,938000,948000,243946
2011-02-23,925000,941000,925000,930000,938000,344149
2011-02-24,926000,934000,920000,929000,930000,362392
2011-02-25,928000,933000,923000,926000,929000,303972
2011-02-28,920000,934000,920000,923000,926000,325623
2011-03-02,914000,923000,912000,918000,923000,322780
2011-03-03,919000,927000,916000,923000,918000,362277
2011-03-04,934000,945000,927000,945000,923000,371501
2011-03-07,943000,943000,906000,906000,945000,638965
2011-03-08,911000,912000,894000,899000,906000,498469
2011-03-09,906000,908000,882000,890000,899000,527673
2011-03-10,879000,884000,866000,866000,890000,834229
2011-03-11,861000,876000,860000,862000,866000,543168
2011-03-14,880000,901000,853000,900000,862000,667121
2011-03-15,901000,902000,856000,860000,900000,727312
2011-03-16,885000,895000,872000,886000,860000,799142
2011-03-17,878000,890000,868000,890000,886000,450459
2011-03-18,892000,895000,883000,891000,890000,383562
2011-03-21,891000,899000,884000,890000,891000,290140
2011-03-22,892000,897000,870000,875000,890000,436722
2011-03-23,880000,880000,859000,873000,875000,505176
2011-03-24,880000,888000,874000,880000,873000,308119
2011-03-25,892000,910000,890000,910000,880000,622311
2011-03-28,915000,922000,909000,916000,910000,318215
2011-03-29,907000,916000,900000,916000,916000,344624
2011-03-30,916000,929000,916000,926000,916000,414257
2011-03-31,936000,936000,921000,932000,926000,527666
2011-04-01,936000,940000,927000,940000,932000,449733
2011-04-04,940000,945000,939000,945000,940000,334749
2011-04-05,948000,948000,935000,945000,945000,238698
2011-04-06,940000,942000,915000,923000,945000,550378
2011-04-07,925000,935000,905000,909000,923000,436076
2011-04-08,911000,914000,895000,898000,909000,521299
2011-04-11,898000,907000,888000,894000,898000,412638
2011-04-12,886000,890000,882000,882000,894000,316036
2011-04-13,887000,901000,880000,901000,882000,332860
2011-04-14,900000,900000,884000,900000,901000,505624
2011-04-15,898000,899000,882000,888000,900000,446008
2011-04-18,891000,892000,866000,867000,888000,549291
2011-04-19,853000,875000,853000,875000,867000,462304
2011-04-20,889000,916000,886000,916000,875000,641519
2011-04-21,930000,937000,918000,928000,916000,541665
2011-04-22,924000,927000,902000,904000,928000,377225
2011-04-25,901000,911000,889000,889000,904000,287621
2011-04-26,899000,899000,880000,897000,889000,384355
2011-04-27,917000,927000,911000,924000,897000,528108
2011-04-28,924000,927000,899000,900000,924000,416427
2011-04-29,901000,908000,880000,893000,900000,429874
2011-05-02,910000,937000,904000,932000,893000,651726
2011-05-03,936000,940000,922000,938000,932000,507510
2011-05-04,930000,934000,900000,915000,938000,515717
2011-05-06,899000,914000,895000,899000,915000,473222
2011-05-09,908000,911000,891000,891000,899000,271573
2011-05-11,889000,895000,882000,892000,891000,447932
2011-05-12,886000,901000,883000,885000,892000,552942
2011-05-13,896000,924000,890000,916000,885000,669154
2011-05-16,917000,919000,898000,901000,916000,322905
2011-05-17,897000,898000,889000,890000,901000,231293
2011-05-18,893000,899000,886000,893000,890000,331824
2011-05-19,891000,898000,880000,880000,893000,387733
2011-05-20,885000,887000,880000,882000,880000,221517
2011-05-23,877000,885000,872000,873000,882000,282045
2011-05-24,872000,884000,865000,865000,873000,290181
2011-05-25,879000,879000,853000,856000,865000,320945
2011-05-26,868000,880000,865000,879000,856000,279740
2011-05-27,874000,899000,867000,891000,879000,430296
2011-05-30,895000,895000,876000,884000,891000,205979
2011-05-31,890000,914000,886000,902000,884000,478089
2011-06-01,902000,912000,895000,911000,902000,313832
2011-06-02,894000,897000,880000,883000,911000,331899
2011-06-03,890000,890000,877000,885000,883000,201472
2011-06-07,876000,889000,869000,887000,885000,303586
2011-06-08,885000,890000,875000,877000,887000,258873
2011-06-09,877000,879000,865000,865000,877000,434119
2011-06-10,870000,874000,851000,851000,865000,392575
2011-06-13,844000,853000,838000,853000,851000,301387
2011-06-14,851000,873000,848000,863000,853000,213419
2011-06-15,866000,869000,851000,865000,863000,265758
2011-06-16,853000,858000,844000,848000,865000,239116
2011-06-17,851000,852000,803000,819000,848000,723027
2011-06-20,813000,814000,795000,800000,819000,472386
2011-06-21,800000,820000,798000,814000,800000,378374
2011-06-22,824000,833000,822000,826000,814000,330821
2011-06-23,825000,839000,820000,831000,826000,277391
2011-06-24,821000,854000,821000,852000,831000,469223
2011-06-27,847000,847000,828000,835000,852000,304257
2011-06-28,840000,853000,831000,832000,835000,239178
2011-06-29,848000,849000,832000,833000,832000,207146
2011-06-30,833000,835000,821000,826000,833000,328339
2011-07-01,843000,860000,838000,855000,826000,442918
2011-07-04,870000,883000,869000,878000,855000,429433
2011-07-05,880000,899000,878000,899000,878000,422262
2011-07-06,893000,898000,887000,898000,899000,224722
2011-07-07,898000,898000,879000,880000,898000,358557
2011-07-08,880000,888000,873000,885000,880000,241809
2011-07-11,880000,880000,862000,865000,885000,320019
2011-07-12,860000,861000,846000,850000,865000,248144
2011-07-13,848000,855000,836000,843000,850000,329357
2011-07-14,835000,835000,823000,831000,843000,407918
2011-07-15,830000,840000,821000,832000,831000,273509
2011-07-18,828000,830000,811000,813000,832000,364738
2011-07-19,806000,827000,806000,822000,813000,291167
2011-07-20,840000,854000,839000,851000,822000,421882
2011-07-21,846000,851000,832000,842000,851000,206937
2011-07-22,850000,856000,842000,850000,842000,244517
2011-07-25,850000,850000,834000,847000,850000,190025
2011-07-26,843000,851000,840000,850000,847000,225408
2011-07-27,848000,848000,836000,845000,850000,201993
2011-07-28,828000,840000,826000,837000,845000,272890
2011-07-29,846000,852000,837000,844000,837000,302016
2011-08-01,855000,875000,855000,870000,844000,389024
2011-08-02,853000,859000,850000,852000,870000,269816
2011-08-03,840000,844000,824000,833000,852000,408465
2011-08-04,839000,839000,815000,821000,833000,346496
2011-08-05,792000,805000,789000,789000,821000,609081
2011-08-08,770000,789000,760000,760000,789000,607518
2011-08-09,750000,753000,696000,724000,760000,990040
2011-08-10,760000,760000,720000,720000,724000,986557
2011-08-11,688000,725000,688000,708000,720000,794832
2011-08-12,721000,722000,700000,707000,708000,677828
2011-08-16,735000,750000,726000,750000,707000,601622
2011-08-17,751000,760000,741000,752000,750000,293405
2011-08-18,748000,749000,703000,709000,752000,708503
2011-08-19,688000,697000,672000,680000,709000,580713
2011-08-22,684000,702000,683000,691000,680000,418952
2011-08-23,700000,735000,699000,723000,691000,492913
2011-08-24,724000,735000,700000,708000,723000,370403
2011-08-25,737000,738000,721000,725000,708000,381135
2011-08-26,717000,734000,717000,726000,725000,212815
2011-08-29,742000,742000,724000,733000,726000,260440
2011-08-30,741000,748000,736000,742000,733000,252964
2011-08-31,747000,747000,731000,744000,742000,290229
2011-09-01,759000,788000,744000,771000,744000,717411
2011-09-02,765000,781000,763000,769000,771000,258682
2011-09-05,755000,756000,730000,731000,769000,277488
2011-09-06,726000,736000,710000,727000,731000,264505
2011-09-07,733000,778000,733000,773000,727000,351504
2011-09-08,780000,802000,778000,798000,773000,574914
2011-09-09,785000,812000,777000,780000,798000,361802
2011-09-14,780000,781000,741000,753000,780000,551101
2011-09-15,784000,784000,765000,771000,753000,426593
2011-09-16,794000,811000,792000,798000,771000,476632
2011-09-19,800000,814000,788000,808000,798000,246920
2011-09-20,811000,818000,796000,811000,808000,281014
2011-09-21,819000,828000,801000,813000,811000,341563
2011-09-22,796000,800000,778000,790000,813000,307008
2011-09-23,764000,780000,751000,758000,790000,437123
2011-09-26,760000,787000,759000,775000,758000,480907
2011-09-27,805000,805000,791000,804000,775000,331600
2011-09-28,824000,825000,791000,807000,804000,486551
2011-09-29,804000,848000,804000,837000,807000,553981
2011-09-30,830000,840000,811000,840000,837000,516023
2011-10-04,805000,832000,796000,828000,840000,658616
2011-10-05,824000,850000,817000,842000,828000,644036
2011-10-06,874000,879000,842000,855000,842000,600160
2011-10-07,865000,881000,850000,860000,855000,530423
2011-10-10,878000,885000,872000,874000,860000,345316
2011-10-11,885000,885000,869000,881000,874000,459031
2011-10-12,872000,899000,870000,898000,881000,432600
2011-10-13,898000,899000,881000,890000,898000,325563
2011-10-14,871000,894000,871000,886000,890000,217319
2011-10-17,890000,895000,881000,890000,886000,213700
2011-10-18,875000,893000,871000,883000,890000,277012
2011-10-19,885000,886000,870000,886000,883000,214254
2011-10-20,886000,920000,883000,907000,886000,569192
2011-10-21,920000,925000,907000,917000,907000,466429
2011-10-24,913000,943000,911000,941000,917000,376214
2011-10-25,936000,951000,935000,945000,941000,365737
2011-10-26,933000,946000,927000,934000,945000,250360
2011-10-27,929000,939000,919000,924000,934000,349475
2011-10-28,928000,946000,927000,945000,924000,537992
2011-10-31,941000,970000,933000,968000,945000,476217
2011-11-01,968000,999000,962000,990000,968000,620094
2011-11-02,970000,978000,966000,971000,990000,569636
2011-11-03,962000,971000,958000,967000,971000,328782
2011-11-04,983000,1005000,982000,1005000,967000,535139
2011-11-07,996000,1000000,986000,993000,1005000,280586
2011-11-08,986000,990000,965000,970000,993000,341584
2011-11-09,970000,988000,966000,985000,970000,386372
2011-11-10,967000,973000,935000,935000,985000,624218
2011-11-11,945000,984000,930000,983000,935000,486576
2011-11-14,988000,1002000,987000,996000,983000,282989
2011-11-15,986000,1000000,980000,996000,996000,234559
2011-11-16,995000,1003000,973000,975000,996000,339267
2011-11-17,982000,992000,961000,980000,975000,259445
2011-11-18,971000,977000,962000,963000,980000,326670
2011-11-21,951000,960000,942000,950000,963000,256942
2011-11-22,950000,971000,943000,963000,950000,241829
2011-11-23,948000,960000,935000,935000,963000,307043
2011-11-24,922000,953000,921000,943000,935000,273680
2011-11-25,929000,953000,929000,947000,943000,233962
2011-11-28,959000,982000,958000,978000,947000,315940
2011-11-29,990000,1005000,986000,1005000,978000,552503
2011-11-30,1000000,1010000,996000,1004000,1005000,394423
2011-12-01,1035000,1080000,1029000,1074000,1004000,694628
2011-12-02,1061000,1071000,1040000,1050000,1074000,439388
2011-12-05,1069000,1073000,1058000,1066000,1050000,297501
2011-12-06,1057000,1070000,1041000,1044000,1066000,292758
2011-12-07,1050000,1068000,1041000,1056000,1044000,395486
2011-12-08,1057000,1083000,1046000,1064000,1056000,521081
2011-12-09,1049000,1074000,1037000,1053000,1064000,276388
2011-12-12,1063000,1084000,1060000,1084000,1053000,243479
2011-12-13,1074000,1075000,1050000,1050000,1084000,265044
2011-12-14,1034000,1045000,1025000,1040000,1050000,421590
2011-12-15,1029000,1036000,1015000,1015000,1040000,339605
2011-12-16,1021000,1045000,1020000,1045000,1015000,245774
2011-12-19,1045000,1045000,984000,1007000,1045000,410694
2011-12-20,1008000,1029000,1007000,1012000,1007000,275516
2011-12-21,1035000,1057000,1031000,1057000,1012000,408316
2011-12-22,1045000,1053000,1041000,1052000,1057000,213171
2011-12-23,1056000,1074000,1056000,1068000,1052000,246478
2011-12-26,1067000,1075000,1066000,1066000,1068000,124469
2011-12-27,1068000,1080000,1053000,1073000,1066000,226189
2011-12-28,1073000,1073000,1060000,1061000,1073000,220925
2011-12-29,1062000,1077000,1057000,1058000,1061000,218898
2012-01-02,1070000,1080000,1065000,1080000,1058000,263300
2012-01-03,1093000,1105000,1092000,1105000,1080000,339046
2012-01-04,1105000,1110000,1075000,1080000,1105000,342389
2012-01-05,1073000,1079000,1055000,1055000,1080000,346691
2012-01-06,1056000,1066000,1030000,1040000,1055000,376753
2012-01-09,1040000,1041000,1015000,1016000,1040000,387166
2012-01-10,1021000,1036000,1021000,1026000,1016000,409381
2012-01-11,1017000,1024000,1014000,1021000,1026000,382904
2012-01-12,1016000,1029000,1011000,1028000,1021000,371462
2012-01-13,1028000,1050000,1026000,1046000,1028000,293017
2012-01-16,1040000,1040000,1020000,1030000,1046000,232948
2012-01-17,1041000,1048000,1024000,1036000,1030000,342322
2012-01-18,1051000,1052000,1022000,1030000,1036000,307608
2012-01-19,1038000,1072000,1037000,1072000,1030000,448056
2012-01-20,1090000,1105000,1076000,1105000,1072000,512607
2012-01-25,1092000,1125000,1092000,1114000,1105000,455736
2012-01-26,1116000,1121000,1094000,1113000,1114000,353212
2012-01-27,1120000,1125000,1111000,1125000,1113000,255060
2012-01-30,1129000,1130000,1109000,1115000,1125000,327408
2012-01-31,1105000,1120000,1089000,1107000,1115000,434959
2012-02-01,1107000,1107000,1078000,1079000,1107000,458731
2012-02-02,1086000,1104000,1068000,1080000,1079000,448986
2012-02-03,1071000,1084000,1056000,1066000,1080000,357253
2012-02-06,1084000,1091000,1066000,1074000,1066000,317585
2012-02-07,1077000,1096000,1073000,1093000,1074000,238611
2012-02-08,1099000,1100000,1084000,1092000,1093000,236880
2012-02-09,1087000,1090000,1060000,1084000,1092000,480585
2012-02-10,1084000,1084000,1061000,1062000,1084000,372318
2012-02-13,1069000,1089000,1067000,1083000,1062000,320760
2012-02-14,1084000,1089000,1074000,1080000,1083000,246511
2012-02-15,1098000,1138000,1092000,1135000,1080000,570588
2012-02-16,1130000,1140000,1121000,1135000,1135000,308603
2012-02-17,1159000,1180000,1156000,1176000,1135000,346676
2012-02-20,1178000,1194000,1166000,1175000,1176000,296550
2012-02-21,1175000,1198000,1165000,1180000,1175000,216328
2012-02-22,1182000,1200000,1172000,1197000,1180000,235724
2012-02-23,1173000,1179000,1151000,1160000,1197000,465609
2012-02-24,1153000,1186000,1153000,1180000,1160000,284960
2012-02-27,1174000,1180000,1159000,1171000,1180000,168265
2012-02-28,1196000,1200000,1181000,1185000,1171000,333027
2012-02-29,1191000,1209000,1191000,1206000,1185000,345618
2012-03-02,1215000,1217000,1179000,1182000,1206000,360682
2012-03-05,1190000,1191000,1166000,1174000,1182000,223655
2012-03-06,1179000,1193000,1167000,1180000,1174000,211532
2012-03-07,1175000,1183000,1165000,1172000,1180000,230554
2012-03-08,1180000,1186000,1165000,1180000,1172000,406211
2012-03-09,1191000,1231000,1188000,1230000,1180000,365212
2012-03-12,1224000,1226000,1210000,1210000,1230000,236760
2012-03-13,1200000,1229000,1200000,1221000,1210000,239728
2012-03-14,1230000,1255000,1230000,1250000,1221000,367328
2012-03-15,1251000,1260000,1242000,1250000,1250000,281014
2012-03-16,1260000,1267000,1238000,1238000,1250000,361632
2012-03-19,1235000,1268000,1234000,1260000,1238000,237833
2012-03-20,1267000,1277000,1260000,1267000,1260000,238807
2012-03-21,1260000,1260000,1242000,1242000,1267000,258654
2012-03-22,1235000,1263000,1235000,1258000,1242000,253830
2012-03-23,1243000,1274000,1243000,1261000,1258000,217307
2012-03-26,1268000,1275000,1261000,1275000,1261000,184819
2012-03-27,1285000,1311000,1276000,1311000,1275000,283880
2012-03-28,1300000,1308000,1295000,1302000,1311000,198516
2012-03-29,1299000,1299000,1280000,1280000,1302000,233777
2012-03-30,1270000,1280000,1257000,1275000,1280000,305967
