date,open_prc,high_prc,low_prc,close_prc,base_prc,volume
2004-01-12,505000,510000,498000,505000,508000,679915
2004-01-13,508000,509000,500000,503000,505000,440843
2004-01-14,491000,499500,491000,494500,503000,574867
2004-01-15,495000,500000,490500,496500,494500,632553
2004-01-16,501000,507000,500000,506000,496500,554950
2004-01-19,509000,524000,507000,521000,506000,538967
2004-01-20,521000,530000,515000,526000,521000,403077
2004-01-26,542000,555000,535000,545000,526000,1475796
2004-01-27,554000,554000,530000,535000,545000,696294
2004-01-28,538000,548000,532000,538000,535000,583722
2004-01-29,541000,541000,528000,533000,538000,473272
2004-01-30,533000,534000,521000,524000,533000,430378
2004-02-02,524000,530000,520000,530000,524000,252921
2004-02-03,515000,524000,514000,517000,530000,458660
2004-02-04,514000,517000,509000,509000,517000,371285
2004-02-05,505000,515000,503000,512000,509000,364986
2004-02-06,516000,535000,514000,527000,512000,697507
2004-02-09,536000,546000,535000,543000,527000,452758
2004-02-10,547000,550000,538000,546000,543000,411416
2004-02-11,550000,559000,548000,554000,546000,608784
2004-02-12,560000,560000,546000,549000,554000,571000
2004-02-13,545000,555000,542000,555000,549000,335215
2004-02-16,555000,566000,551000,563000,555000,625017
2004-02-17,561000,571000,556000,560000,563000,364409
2004-02-18,563000,568000,549000,549000,560000,373082
2004-02-19,551000,555000,545000,555000,549000,377718
2004-02-20,547000,554000,544000,549000,555000,363375
2004-02-23,545000,552000,539000,547000,549000,381737
2004-02-24,540000,544000,529000,531000,547000,608511
2004-02-25,528000,529000,522000,525000,531000,490896
2004-02-26,527000,532000,523000,526000,525000,344548
2004-02-27,520000,545000,520000,545000,526000,419377
2004-03-02,555000,558000,549000,554000,545000,498670
2004-03-03,555000,559000,552000,554000,554000,359226
2004-03-04,554000,569000,552000,569000,554000,428181
2004-03-05,571000,571000,564000,564000,569000,428855
2004-03-08,561000,563000,547000,549000,564000,404777
2004-03-09,540000,545000,535000,539000,549000,353565
2004-03-10,538000,542000,530000,531000,539000,452426
2004-03-11,529000,541000,528000,533000,531000,922782
2004-03-12,530000,533000,507000,524000,533000,921331
2004-03-15,532000,533000,525000,525000,524000,364469
2004-03-16,517000,528000,514000,528000,525000,394146
2004-03-17,534000,547000,532000,545000,528000,423484
2004-03-18,548000,548000,537000,544000,545000,440752
2004-03-19,541000,555000,540000,555000,544000,341101
2004-03-22,550000,554000,541000,544000,555000,400081
2004-03-23,535000,544000,532000,541000,544000,382156
2004-03-24,540000,545000,535000,542000,541000,420804
2004-03-25,545000,547000,531000,535000,542000,468804
2004-03-26,547000,554000,543000,545000,535000,854116
2004-03-29,549000,561000,548000,555000,545000,491426
2004-03-30,562000,565000,557000,560000,555000,402826
2004-03-31,568000,572000,563000,572000,560000,597861
2004-04-01,570000,575000,568000,575000,572000,395780
2004-04-02,578000,579000,565000,565000,575000,410563
2004-04-06,584000,595000,582000,595000,565000,833831
2004-04-07,595000,607000,591000,600000,595000,544137
2004-04-08,605000,605000,597000,605000,600000,428071
2004-04-09,599000,600000,590000,595000,605000,321363
2004-04-12,595000,614000,594000,610000,595000,435900
2004-04-13,615000,622000,612000,616000,610000,605118
2004-04-14,616000,616000,608000,615000,616000,804183
2004-04-16,610000,610000,592000,594000,615000,1106913
2004-04-19,595000,599000,591000,599000,594000,774293
2004-04-20,607000,615000,599000,615000,599000,683283
2004-04-21,613000,627000,608000,625000,615000,865964
2004-04-22,625000,631000,617000,620000,625000,738484
2004-04-23,625000,637000,622000,637000,620000,720217
2004-04-26,637000,638000,626000,626000,637000,561874
2004-04-27,626000,629000,615000,618000,626000,702086
2004-04-28,618000,619000,601000,602000,618000,795390
2004-04-29,585000,590000,572000,576000,602000,1216802
2004-04-30,560000,571000,549000,557000,576000,1382599
2004-05-03,557000,561000,546000,556000,557000,764935
2004-05-04,556000,564000,550000,555000,556000,951100
2004-05-06,548000,550000,526000,528000,555000,1161899
2004-05-07,525000,540000,518000,540000,528000,914973
2004-05-10,530000,534000,492000,509000,540000,1015597
2004-05-11,509000,516000,499000,501000,509000,1053296
2004-05-12,515000,530000,511000,525000,501000,905499
2004-05-13,520000,525000,507000,507000,525000,772133
2004-05-14,511000,516000,485500,491500,507000,1077128
2004-05-17,488000,492000,458000,458000,491500,1093093
2004-05-18,450500,478000,448000,473500,458000,1087083
2004-05-19,479000,506000,478500,500000,473500,829377
2004-05-20,496000,509000,487000,494500,500000,830837
2004-05-21,499500,502000,493500,502000,494500,449980
2004-05-24,514000,515000,506000,511000,502000,399931
2004-05-25,502000,503000,491500,492000,511000,542560
2004-05-27,511000,513000,505000,506000,492000,560753
2004-05-28,516000,520000,510000,520000,506000,510303
2004-05-31,517000,518000,499500,506000,520000,477512
2004-06-01,508000,517000,506000,515000,506000,310043
2004-06-02,510000,511000,499000,502000,515000,515988
2004-06-03,503000,507000,473500,473500,502000,1020033
2004-06-04,475000,481500,467000,481000,473500,679272
2004-06-07,492000,497000,488500,496000,481000,566203
2004-06-08,505000,507000,496000,498000,496000,413647
2004-06-09,504000,505000,480500,483000,498000,577082
2004-06-10,475000,479000,465000,468000,483000,1118674
2004-06-11,468000,468500,433000,436500,468000,1442295
2004-06-14,430000,444000,426500,428500,436500,929633
2004-06-15,430000,438500,421000,438500,428500,794498
2004-06-16,440000,451500,434500,436000,438500,748944
2004-06-17,439500,442000,429000,442000,436000,737159
2004-06-18,435000,444000,428000,435500,442000,524323
2004-06-21,440000,449000,437000,446000,435500,602878
2004-06-22,442000,444500,435500,444000,446000,428963
2004-06-23,450000,454000,443500,449000,444000,571102
2004-06-24,462000,472500,459000,469500,449000,723754
2004-06-25,474500,483000,471500,482000,469500,607260
2004-06-28,480000,480000,464500,468000,482000,537068
2004-06-29,460000,473500,458000,471000,468000,461056
2004-06-30,474500,479500,469500,477000,471000,519841
2004-07-01,476000,477500,464500,465000,477000,512358
2004-07-02,455000,455000,441000,444000,465000,717982
2004-07-05,444000,446500,433500,443000,444000,550043
2004-07-06,436500,446500,436500,441000,443000,457163
2004-07-07,425000,437000,420000,437000,441000,750052
2004-07-08,427000,432000,419500,420000,437000,1106829
2004-07-09,418000,425500,417500,424000,420000,775613
2004-07-12,426000,429500,422000,423000,424000,667768
2004-07-13,426500,433500,422000,433500,423000,515481
2004-07-14,429500,432500,416500,418000,433500,609056
2004-07-15,416000,419000,399500,408500,418000,1145554
2004-07-16,404000,423000,399500,423000,408500,961775
2004-07-19,415000,427500,414000,426500,423000,482588
2004-07-20,419000,423000,417000,417000,426500,404989
2004-07-21,426500,431500,425000,429500,417000,474890
2004-07-22,417500,418500,413500,417500,429500,622068
2004-07-23,417000,421500,415500,418000,417500,391026
2004-07-26,410000,420500,410000,418000,418000,327744
2004-07-27,414000,421000,410000,420000,418000,416817
2004-07-28,427000,429500,421000,423000,420000,469084
2004-07-29,415500,418000,410000,411000,423000,358967
2004-07-30,416500,419500,414000,417000,411000,390078
2004-08-02,417500,417500,408000,408000,417000,447638
2004-08-03,410000,415000,409000,413000,408000,287373
2004-08-04,405500,413000,403000,413000,413000,375988
2004-08-05,413000,423500,410500,423000,413000,431818
2004-08-06,415000,426000,414000,419500,423000,358431
2004-08-09,408000,419000,408000,419000,419500,506802
2004-08-10,417000,425500,416500,424000,419000,376410
2004-08-11,428000,430500,425500,425500,424000,368387
2004-08-12,423000,431000,421500,431000,425500,569759
2004-08-13,431000,440000,426000,438000,431000,496574
2004-08-16,436000,438000,426500,430000,438000,361485
2004-08-17,435000,436000,425500,425500,430000,287150
2004-08-18,429500,432000,422500,430000,425500,415044
2004-08-19,434500,442000,434000,441500,430000,559471
2004-08-20,439500,439500,433500,434000,441500,326266
2004-08-23,437000,439500,431000,438000,434000,435439
2004-08-24,439000,447000,434500,445000,438000,405015
2004-08-25,446000,453000,443000,451000,445000,457356
2004-08-26,455000,459000,453500,456000,451000,497112
2004-08-27,456000,460000,454000,458500,456000,402941
2004-08-30,458500,462500,455500,458000,458500,241630
2004-08-31,451000,454000,446500,451000,458000,468386
2004-09-01,451000,457000,447500,453000,451000,377377
2004-09-02,452000,456000,448000,452000,453000,352113
2004-09-03,446000,448000,436500,436500,452000,647732
2004-09-06,435000,436500,428500,433500,436500,473691
2004-09-07,434000,437000,432000,434000,433500,264463
2004-09-08,434000,440000,433500,433500,434000,345375
2004-09-09,433500,440000,431000,439000,433500,642054
2004-09-10,442000,459500,438000,457500,439000,875749
2004-09-13,463500,475000,462000,475000,457500,793351
2004-09-14,487000,488000,481000,483500,475000,811288
2004-09-15,477500,485000,477000,478000,483500,497374
2004-09-16,471000,486000,469000,480000,478000,587680
2004-09-17,480000,482000,468500,469500,480000,688965
2004-09-20,468500,476500,467000,469000,469500,469603
2004-09-21,473000,474500,469000,474000,469000,354370
2004-09-22,475000,479000,462500,462500,474000,392799
2004-09-23,458000,460000,454500,460000,462500,475166
2004-09-24,456000,461500,454000,459000,460000,346485
2004-09-30,453000,459000,453000,458000,459000,532078
2004-10-01,458000,463500,456000,461000,458000,530609
2004-10-04,471000,490000,471000,490000,461000,636619
2004-10-05,493000,493000,484000,488000,490000,463306
2004-10-06,489500,501000,485000,494500,488000,723015
2004-10-07,491000,494500,482000,488000,494500,362921
2004-10-08,483000,487500,474500,476500,488000,836061
2004-10-11,470500,472500,465500,466500,476500,768317
2004-10-12,464000,464000,446000,446000,466500,1061701
2004-10-13,447000,451000,446500,449000,446000,727849
2004-10-14,448000,448000,437000,444000,449000,1017089
2004-10-15,441000,446500,436500,437000,444000,1293901
2004-10-18,432000,436000,428000,432500,437000,742560
2004-10-19,440000,443500,436000,438500,432500,528292
2004-10-20,431000,439000,427500,428500,438500,498320
2004-10-21,428500,436000,427500,429000,428500,583366
2004-10-22,435000,441500,434000,437500,429000,465858
2004-10-25,433000,433000,424500,428000,437500,630626
2004-10-26,429500,433500,429000,430000,428000,274872
2004-10-27,433500,435000,424500,429000,430000,531995
2004-10-28,441000,442500,434000,439500,429000,453529
2004-10-29,438000,440000,432500,439500,439500,535245
2004-11-01,437500,441000,433000,439500,439500,227882
2004-11-02,436000,443000,436000,440000,439500,329018
2004-11-03,442000,455000,441000,455000,440000,504366
2004-11-04,456000,456500,448000,448000,455000,601677
2004-11-05,452000,454000,449500,452500,448000,641179
2004-11-08,458500,458500,440000,440000,452500,422837
2004-11-09,434500,437500,430000,431000,440000,535503
2004-11-10,432000,439000,432000,439000,431000,366057
2004-11-11,439000,443000,435500,437000,439000,610884
2004-11-12,449000,451000,443500,448500,437000,454098
2004-11-15,453000,460000,452500,456500,448500,380686
2004-11-16,459000,460000,455000,455500,456500,495098
2004-11-17,456000,462500,455500,461500,455500,439562
2004-11-18,465000,469500,460000,463500,461500,588572
2004-11-19,460000,466000,449500,454000,463500,445179
2004-11-22,442000,445500,436500,440000,454000,691533
2004-11-23,445000,445500,438000,441000,440000,464291
2004-11-24,438000,442000,434000,439500,441000,463002
2004-11-25,440000,444500,438000,441000,439500,443705
2004-11-26,438500,446000,431500,433000,441000,535018
2004-11-29,429000,431000,423500,426000,433000,625415
2004-11-30,427000,435000,425500,434500,426000,614068
2004-12-01,428500,430500,424500,429000,434500,433472
2004-12-02,436000,438000,427000,428500,429000,519975
2004-12-03,433000,434000,423000,426000,428500,692020
2004-12-06,425000,425000,418000,418000,426000,393351
2004-12-07,414500,418500,410500,411000,418000,535599
2004-12-08,405500,419500,403000,419500,411000,544378
2004-12-09,417000,420500,410000,413000,419500,801717
2004-12-10,411000,412000,404500,406000,413000,517691
2004-12-13,400000,403500,399000,402000,406000,490546
2004-12-14,402000,413500,402000,412500,402000,553669
2004-12-15,418000,428500,418000,428500,412500,669601
2004-12-16,433500,444000,432000,440000,428500,861837
2004-12-17,441000,444500,435500,444000,440000,450291
2004-12-20,437000,446000,437000,445000,444000,347023
2004-12-21,446000,447000,440000,446000,445000,299601
2004-12-22,448500,449500,442000,442500,446000,314704
2004-12-23,445000,446000,432000,434500,442500,317565
2004-12-24,434500,435000,430000,433000,434500,318328
2004-12-27,433000,437500,431500,437500,433000,235473
2004-12-28,436000,438000,431500,436000,437500,272727
2004-12-29,434000,444500,433500,444500,436000,342186
2004-12-30,443000,451000,443000,450500,444500,345360
2005-01-03,452500,453000,446000,451000,450500,218558
2005-01-04,450000,451000,446000,447000,451000,280347
2005-01-05,440000,443000,436500,443000,447000,467322
2005-01-06,439000,445500,435000,435000,443000,343063
2005-01-07,441000,441500,435500,440500,435000,272369
2005-01-10,442000,442000,437500,438000,440500,250135
2005-01-11,438000,442000,433500,442000,438000,557131
2005-01-12,443500,444000,440000,442000,442000,294457
2005-01-13,442000,447000,441000,444000,442000,473963
2005-01-14,440000,474000,439500,471500,444000,1438070
2005-01-17,490000,494500,482500,492500,471500,1235910
2005-01-18,490000,490500,484500,486000,492500,604888
2005-01-19,486000,488500,479000,480000,486000,457066
2005-01-20,480000,485000,475500,480000,480000,385404
2005-01-21,475000,486000,475000,486000,480000,300696
2005-01-24,482500,488000,477500,488000,486000,381465
2005-01-25,480000,485000,479000,483500,488000,363372
2005-01-26,485000,493500,484500,490500,483500,497768
2005-01-27,495000,495000,490500,492000,490500,399866
2005-01-28,491500,491500,480000,489000,492000,284435
2005-01-31,488000,495000,484000,495000,489000,329335
2005-02-01,495000,498500,491500,491500,495000,437123
2005-02-02,491500,494000,486500,490500,491500,395070
2005-02-03,486000,497000,486000,496000,490500,348983
2005-02-04,494000,498500,493000,495500,496000,257129
2005-02-07,506000,512000,503000,510000,495500,678715
2005-02-11,505000,509000,501000,506000,510000,517794
2005-02-14,513000,522000,510000,517000,506000,565369
2005-02-15,520000,521000,511000,519000,517000,534955
2005-02-16,522000,531000,518000,520000,519000,480293
2005-02-17,517000,522000,515000,517000,520000,350246
2005-02-18,518000,527000,514000,527000,517000,367125
2005-02-21,530000,532000,524000,528000,527000,468639
2005-02-22,528000,529000,518000,522000,528000,357168
2005-02-23,514000,516000,509000,511000,522000,394983
2005-02-24,510000,520000,507000,519000,511000,419776
2005-02-25,524000,529000,521000,522000,519000,417694
2005-02-28,530000,531000,521000,527000,522000,554130
2005-03-02,525000,528000,517000,517000,527000,548569
2005-03-03,515000,526000,512000,519000,517000,606709
2005-03-04,517000,517000,508000,510000,519000,488203
2005-03-07,515000,515000,500000,507000,510000,590399
2005-03-08,507000,508000,500000,502000,507000,527607
2005-03-09,499000,500000,491500,500000,502000,497898
2005-03-10,503000,508000,499500,499500,500000,632675
2005-03-11,507000,519000,504000,519000,499500,640226
2005-03-14,513000,516000,508000,510000,519000,416910
2005-03-15,512000,514000,499000,502000,510000,500684
2005-03-16,499000,504000,495500,503000,502000,370997
2005-03-17,493000,498500,492000,496000,503000,417586
2005-03-18,493000,498000,493000,495000,496000,255059
2005-03-21,491500,499000,490000,492000,495000,335494
2005-03-22,493000,501000,489500,496000,492000,315959
2005-03-23,493000,499500,491500,498500,496000,318491
2005-03-24,501000,506000,497500,503000,498500,402056
2005-03-25,505000,506000,500000,505000,503000,217500
2005-03-28,510000,511000,507000,510000,505000,179687
2005-03-29,510000,511000,500000,502000,510000,337115
2005-03-30,494000,499500,494000,498000,502000,362906
2005-03-31,506000,507000,501000,502000,498000,346725
2005-04-01,502000,516000,500000,512000,502000,453138
2005-04-04,512000,517000,510000,517000,512000,344399
2005-04-06,518000,520000,510000,518000,517000,410120
2005-04-07,518000,520000,515000,518000,518000,357174
2005-04-08,524000,525000,520000,522000,518000,278919
2005-04-11,522000,522000,516000,517000,522000,191323
2005-04-12,516000,520000,513000,520000,517000,207740
2005-04-13,518000,520000,516000,518000,520000,213519
2005-04-14,513000,514000,502000,502000,518000,663520
2005-04-15,500000,502000,489000,491500,502000,866964
2005-04-18,473500,481500,472000,476000,491500,864948
2005-04-19,477000,480000,474000,474000,476000,602959
2005-04-20,478500,483000,469000,470000,474000,657711
2005-04-21,462000,470000,457500,466000,470000,586475
2005-04-22,475000,476000,467000,467000,466000,334597
2005-04-25,462000,474500,462000,474500,467000,328776
2005-04-26,474500,474500,471000,471000,474500,187546
2005-04-27,463000,467000,461000,464000,471000,411813
2005-04-28,463000,463500,457000,460000,464000,394049
2005-04-29,452000,456500,449500,452000,460000,585597
2005-05-02,456000,458000,450000,455500,452000,236912
2005-05-03,455000,461500,452500,455000,455500,277432
2005-05-04,455000,467000,455000,464500,455000,346370
2005-05-06,466500,475500,466500,474000,464500,493666
2005-05-09,475000,477500,470500,475000,474000,400770
2005-05-10,478000,479500,475500,477000,475000,213574
2005-05-11,475000,475500,471500,472000,477000,346095
2005-05-12,474000,480000,474000,475000,472000,417218
2005-05-13,475000,485000,472000,481500,475000,410919
2005-05-16,485000,490000,484000,488000,481500,347032
2005-05-17,490000,493000,483500,489500,488000,363568
2005-05-18,494500,495000,489000,489500,489500,341989
2005-05-19,493000,501000,492500,498500,489500,508780
2005-05-20,499500,502000,495000,498500,498500,233768
2005-05-23,496000,498500,494500,498000,498500,160941
2005-05-24,496500,498500,493000,495000,498000,255070
2005-05-25,493500,496500,483500,484500,495000,426388
2005-05-26,481500,485000,479500,482000,484500,277951
2005-05-27,490000,493000,486500,490000,482000,375574
2005-05-30,490000,494000,490000,493500,490000,228959
2005-05-31,492500,494000,486500,489000,493500,445531
2005-06-01,483500,489500,483000,489000,489000,330983
2005-06-02,495000,495500,487500,487500,489000,366428
2005-06-03,488000,491500,485500,488000,487500,353579
2005-06-07,484000,485000,480000,480500,488000,482598
2005-06-08,478000,481000,475000,477500,480500,535763
2005-06-09,475500,480000,471500,480000,477500,750424
2005-06-10,480000,494500,477000,491500,480000,812962
2005-06-13,491500,499500,491500,498000,491500,455384
2005-06-14,498000,501000,494000,496500,498000,389984
2005-06-15,496500,500000,494500,500000,496500,449256
2005-06-16,500000,502000,497000,498500,500000,367992
2005-06-17,499000,499500,491500,493500,498500,478983
2005-06-20,493500,494000,489500,490500,493500,332126
2005-06-21,490500,491500,486000,488000,490500,405211
2005-06-22,488000,494000,487000,493000,488000,393089
2005-06-23,493000,499000,492000,498000,493000,519819
2005-06-24,496000,496000,489000,491000,498000,435634
2005-06-27,489000,489000,483000,488500,491000,561046
2005-06-28,488500,490500,485500,489500,488500,370658
2005-06-29,490000,492500,488000,490000,489500,383764
2005-06-30,490000,498000,490000,494000,490000,396777
2005-07-01,494000,501000,493000,501000,494000,531182
2005-07-04,505000,509000,501000,503000,501000,313114
2005-07-05,504000,507000,500000,502000,503000,186060
2005-07-06,503000,507000,503000,504000,502000,269198
2005-07-07,504000,519000,504000,516000,504000,638200
2005-07-08,517000,522000,516000,516000,516000,393397
2005-07-11,525000,535000,525000,533000,516000,691762
2005-07-12,540000,548000,537000,541000,533000,936718
2005-07-13,543000,547000,539000,547000,541000,509310
2005-07-14,549000,551000,547000,547000,547000,577773
2005-07-15,548000,550000,539000,542000,547000,522167
2005-07-18,543000,552000,541000,549000,542000,424479
2005-07-19,550000,562000,549000,561000,549000,675722
2005-07-20,562000,567000,555000,558000,561000,600564
2005-07-21,565000,568000,558000,563000,558000,535612
2005-07-22,559000,560000,546000,552000,563000,551599
2005-07-25,552000,557000,552000,555000,552000,369101
2005-07-26,556000,558000,547000,551000,555000,412660
2005-07-27,552000,559000,548000,551000,551000,368686
2005-07-28,552000,566000,552000,560000,551000,473196
2005-07-29,566000,566000,560000,565000,560000,357510
2005-08-01,566000,569000,561000,569000,565000,329422
2005-08-02,570000,571000,562000,568000,569000,285080
2005-08-03,575000,577000,568000,568000,568000,472771
2005-08-04,568000,569000,560000,566000,568000,367406
2005-08-05,561000,561000,548000,553000,566000,602057
2005-08-08,552000,552000,543000,551000,553000,365714
2005-08-09,551000,553000,545000,550000,551000,406503
2005-08-10,555000,562000,553000,555000,550000,329612
2005-08-11,555000,570000,555000,567000,555000,397705
2005-08-12,569000,579000,569000,578000,567000,489617
2005-08-16,578000,582000,569000,572000,578000,520855
2005-08-17,566000,572000,560000,572000,572000,408410
2005-08-18,572000,573000,553000,555000,572000,670314
2005-08-19,555000,556000,549000,553000,555000,418721
2005-08-22,553000,570000,553000,563000,553000,391070
2005-08-23,564000,569000,560000,562000,563000,375451
2005-08-24,562000,563000,549000,556000,562000,479797
2005-08-25,553000,555000,544000,552000,556000,487216
2005-08-26,552000,556000,549000,549000,552000,378335
2005-08-29,542000,542000,536000,540000,549000,365599
2005-08-30,544000,548000,533000,541000,540000,298314
2005-08-31,534000,546000,534000,544000,541000,244132
2005-09-01,549000,552000,547000,549000,544000,239426
2005-09-02,549000,557000,548000,554000,549000,243894
2005-09-05,558000,563000,555000,561000,554000,218480
2005-09-06,563000,576000,563000,569000,561000,381016
2005-09-07,576000,582000,576000,579000,569000,351354
2005-09-08,585000,593000,580000,587000,579000,692548
2005-09-09,585000,591000,583000,589000,587000,262111
2005-09-12,594000,600000,589000,589000,589000,401478
2005-09-13,590000,610000,589000,606000,589000,697730
2005-09-14,605000,615000,602000,613000,606000,511770
2005-09-15,605000,619000,604000,607000,613000,580759
2005-09-16,604000,606000,588000,593000,607000,612542
2005-09-20,600000,603000,592000,593000,593000,560903
2005-09-21,596000,606000,595000,601000,593000,381782
2005-09-22,593000,600000,592000,600000,601000,320007
2005-09-23,592000,599000,583000,585000,600000,373549
2005-09-26,586000,600000,586000,597000,585000,437917
2005-09-27,598000,599000,590000,593000,597000,318206
2005-09-28,590000,600000,587000,598000,593000,270129
2005-09-29,594000,599000,590000,590000,598000,394362
2005-09-30,594000,600000,588000,588000,590000,458085
2005-10-04,590000,607000,590000,602000,588000,544049
2005-10-05,604000,614000,598000,601000,602000,446328
2005-10-06,595000,595000,585000,586000,601000,422333
2005-10-07,578000,588000,576000,581000,586000,513223
2005-10-10,584000,597000,583000,593000,581000,301891
2005-10-11,588000,599000,587000,599000,593000,215077
2005-10-12,593000,594000,577000,578000,599000,571620
2005-10-13,571000,574000,558000,562000,578000,723035
2005-10-14,565000,572000,560000,562000,562000,628182
2005-10-17,560000,569000,560000,563000,562000,350592
2005-10-18,564000,569000,563000,565000,563000,356791
2005-10-19,560000,561000,550000,550000,565000,374710
2005-10-20,560000,561000,552000,556000,550000,359267
2005-10-21,550000,566000,549000,564000,556000,438004
2005-10-24,566000,571000,561000,567000,564000,342068
2005-10-25,572000,578000,564000,565000,567000,370469
2005-10-26,562000,566000,559000,563000,565000,315372
2005-10-27,563000,568000,556000,558000,563000,387209
2005-10-28,549000,551000,545000,546000,558000,438963
2005-10-31,549000,555000,548000,552000,546000,391918
2005-11-01,560000,568000,559000,564000,552000,615171
2005-11-02,564000,580000,564000,575000,564000,314320
2005-11-03,588000,592000,585000,587000,575000,471441
2005-11-04,597000,600000,593000,599000,587000,496143
2005-11-07,602000,603000,591000,600000,599000,259275
2005-11-08,600000,603000,597000,603000,600000,294792
2005-11-09,601000,607000,596000,601000,603000,358627
2005-11-10,601000,607000,599000,605000,601000,377342
2005-11-11,617000,624000,614000,618000,605000,590875
2005-11-14,621000,629000,616000,626000,618000,443395
2005-11-15,626000,629000,611000,621000,626000,281923
2005-11-16,616000,630000,616000,630000,621000,280777
2005-11-17,627000,628000,619000,624000,630000,250852
2005-11-18,625000,630000,619000,627000,624000,291995
2005-11-21,632000,632000,612000,621000,627000,481865
2005-11-22,611000,612000,587000,590000,621000,912923
2005-11-23,600000,613000,599000,607000,590000,864854
2005-11-24,618000,618000,605000,608000,607000,310103
2005-11-25,608000,611000,596000,600000,608000,315126
2005-11-28,600000,603000,596000,601000,600000,188687
2005-11-29,598000,602000,588000,594000,601000,350219
2005-11-30,593000,604000,593000,598000,594000,358182
2005-12-01,596000,608000,595000,606000,598000,406300
2005-12-02,620000,623000,614000,617000,606000,392830
2005-12-05,622000,625000,618000,622000,617000,251823
2005-12-06,619000,631000,617000,630000,622000,423633
2005-12-07,630000,645000,624000,641000,630000,530716
2005-12-08,635000,640000,626000,633000,641000,538546
2005-12-09,628000,631000,613000,622000,633000,465264
2005-12-12,622000,628000,617000,618000,622000,371779
2005-12-13,621000,623000,613000,618000,618000,360761
2005-12-14,622000,627000,608000,609000,618000,534330
2005-12-15,609000,616000,601000,609000,609000,374817
2005-12-16,606000,606000,593000,602000,609000,594153
2005-12-19,607000,614000,602000,608000,602000,363354
2005-12-20,603000,614000,602000,612000,608000,343970
2005-12-21,614000,635000,614000,628000,612000,507287
2005-12-22,635000,647000,631000,634000,628000,561916
2005-12-23,642000,652000,636000,645000,634000,576358
2005-12-26,650000,663000,649000,654000,645000,356642
2005-12-27,659000,664000,648000,662000,654000,361357
2005-12-28,658000,663000,655000,661000,662000,430162
2005-12-29,660000,670000,657000,659000,661000,420541
2006-01-02,664000,668000,656000,659000,659000,419111
2006-01-03,660000,666000,656000,665000,659000,358018
2006-01-04,675000,700000,673000,699000,665000,785812
2006-01-05,695000,695000,671000,679000,699000,710373
2006-01-06,685000,688000,679000,687000,679000,353915
2006-01-09,695000,697000,683000,688000,687000,325507
2006-01-10,695000,701000,688000,698000,688000,485875
2006-01-11,693000,698000,679000,683000,698000,356985
2006-01-12,684000,692000,681000,684000,683000,405859
2006-01-13,677000,694000,668000,694000,684000,490124
2006-01-16,700000,707000,696000,706000,694000,403367
2006-01-17,707000,721000,697000,697000,706000,436666
2006-01-18,685000,689000,673000,680000,697000,621662
2006-01-19,682000,695000,680000,689000,680000,409902
2006-01-20,702000,708000,685000,687000,689000,461590
2006-01-23,677000,695000,671000,685000,687000,552960
2006-01-24,683000,700000,680000,698000,685000,594140
2006-01-25,709000,720000,705000,714000,698000,587614
2006-01-26,714000,718000,705000,716000,714000,392954
2006-01-27,720000,724000,713000,720000,716000,338278
2006-01-31,723000,741000,719000,740000,720000,460173
2006-02-01,735000,743000,723000,730000,740000,442082
2006-02-02,738000,739000,720000,725000,730000,406240
2006-02-03,718000,718000,702000,704000,725000,444154
2006-02-06,700000,706000,693000,706000,704000,430411
2006-02-07,709000,730000,706000,706000,706000,349104
2006-02-08,700000,709000,685000,690000,706000,401348
2006-02-09,696000,697000,687000,691000,690000,385790
2006-02-10,692000,696000,679000,687000,691000,451657
2006-02-13,686000,687000,668000,678000,687000,488896
2006-02-14,670000,677000,663000,673000,678000,543456
2006-02-15,678000,678000,654000,654000,673000,676967
2006-02-16,651000,657000,646000,656000,654000,497309
2006-02-17,661000,674000,660000,673000,656000,443189
2006-02-20,668000,684000,667000,683000,673000,362991
2006-02-21,682000,683000,670000,672000,683000,358335
2006-02-22,669000,679000,663000,670000,672000,499074
2006-02-23,671000,684000,671000,681000,670000,332151
2006-02-24,678000,682000,675000,681000,681000,282337
2006-02-27,678000,691000,677000,691000,681000,245877
2006-02-28,694000,698000,683000,687000,691000,267304
2006-03-02,696000,700000,684000,686000,687000,307133
2006-03-03,682000,684000,650000,652000,686000,765966
2006-03-06,656000,658000,649000,658000,652000,479364
2006-03-07,650000,652000,627000,629000,658000,833034
2006-03-08,615000,626000,608000,623000,629000,987621
2006-03-09,616000,629000,611000,615000,623000,782188
2006-03-10,614000,632000,614000,620000,615000,617916
2006-03-13,629000,632000,624000,632000,620000,385826
2006-03-14,628000,632000,619000,624000,632000,366887
2006-03-15,629000,637000,628000,629000,624000,393212
2006-03-16,637000,641000,631000,632000,629000,285743
2006-03-17,629000,640000,622000,637000,632000,271822
2006-03-20,639000,640000,628000,638000,637000,199012
2006-03-21,638000,640000,630000,635000,638000,235018
2006-03-22,625000,627000,609000,614000,635000,607895
2006-03-23,614000,619000,604000,608000,614000,544726
2006-03-24,608000,612000,605000,609000,608000,343435
2006-03-27,605000,629000,605000,624000,609000,398073
2006-03-28,616000,630000,616000,628000,624000,303389
2006-03-29,621000,626000,615000,626000,628000,307420
2006-03-30,632000,634000,618000,623000,626000,298336
2006-03-31,620000,630000,618000,630000,623000,417979
2006-04-03,636000,648000,632000,646000,630000,434180
2006-04-04,646000,656000,643000,653000,646000,391855
2006-04-05,655000,661000,645000,648000,653000,266229
